word;anger;anticipation;disgust;fear;joy;sadness;surprise;trust
shout;0.667;0.0;0.0;0.0;0.0;0.0;0.641;0.0
shoutout;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.344
shove;0.672;0.0;0.0;0.0;0.0;0.0;0.0;0.0
show;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.352
shrapnel;0.0;0.0;0.0;0.688;0.0;0.0;0.0;0.0
shriek;0.316;0.0;0.0;0.516;0.0;0.485;0.719;0.0
shrill;0.547;0.0;0.0;0.453;0.0;0.0;0.594;0.0
shrink;0.0;0.0;0.0;0.234;0.0;0.295;0.0;0.0
shroud;0.0;0.0;0.0;0.0;0.0;0.641;0.0;0.0
shudder;0.0;0.0;0.0;0.578;0.0;0.0;0.0;0.0
shuddering;0.0;0.0;0.367;0.0;0.0;0.0;0.0;0.0
shun;0.5;0.0;0.438;0.0;0.0;0.547;0.0;0.0
shutdown;0.0;0.0;0.0;0.328;0.0;0.0;0.0;0.0
shutit;0.578;0.0;0.0;0.0;0.0;0.0;0.0;0.0
shutup;0.578;0.0;0.0;0.0;0.0;0.0;0.0;0.0
shy;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.0
shyt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.227
sib;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32
sick;0.0;0.0;0.578;0.0;0.0;0.531;0.0;0.0
sicken;0.0;0.0;0.734;0.0;0.0;0.0;0.0;0.0
sickening;0.606;0.0;0.742;0.625;0.0;0.75;0.0;0.0
sickly;0.0;0.0;0.617;0.0;0.0;0.712;0.0;0.0
sickness;0.0;0.0;0.68;0.594;0.0;0.828;0.0;0.0
sigh;0.0;0.0;0.0;0.0;0.0;0.402;0.0;0.0
signature;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.477
signify;0.0;0.508;0.0;0.0;0.0;0.0;0.0;0.0
silence;0.0;0.0;0.0;0.0;0.127;0.0;0.0;0.0
silly;0.0;0.0;0.0;0.0;0.516;0.0;0.0;0.0
simmer;0.469;0.398;0.0;0.0;0.0;0.0;0.0;0.0
simmering;0.0;0.617;0.0;0.0;0.0;0.0;0.0;0.0
simple;0.0;0.0;0.0;0.0;0.141;0.0;0.0;0.0
simplicity;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0
simplify;0.0;0.383;0.0;0.0;0.312;0.0;0.211;0.43
sin;0.547;0.0;0.625;0.56;0.0;0.516;0.0;0.0
sincere;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.797
sinful;0.491;0.0;0.633;0.5;0.0;0.641;0.0;0.0
sing;0.0;0.411;0.0;0.0;0.729;0.017;0.0;0.422
singing;0.0;0.0;0.0;0.0;0.591;0.0;0.0;0.0
singularly;0.0;0.0;0.0;0.0;0.0;0.0;0.188;0.0
sinister;0.781;0.0;0.75;0.672;0.0;0.0;0.0;0.0
sinking;0.0;0.0;0.0;0.469;0.0;0.0;0.0;0.0
sinner;0.331;0.0;0.594;0.483;0.0;0.609;0.0;0.0
sinning;0.0;0.0;0.562;0.0;0.0;0.0;0.0;0.0
sipping;0.0;0.0;0.0;0.0;0.076;0.0;0.0;0.0
sir;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.445
siren;0.0;0.0;0.0;0.547;0.0;0.0;0.0;0.0
sist;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32
sisterhood;0.015;0.0;0.0;0.0;0.0;0.125;0.109;0.773
sixty;0.0;0.0;0.0;0.0;0.016;0.0;0.0;0.0
sizzle;0.379;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sketching;0.0;0.0;0.0;0.0;0.266;0.0;0.0;0.0
skewed;0.368;0.281;0.0;0.0;0.0;0.0;0.0;0.0
skid;0.25;0.0;0.0;0.266;0.0;0.312;0.0;0.0
skiing;0.0;0.0;0.0;0.0;0.234;0.0;0.0;0.0
skillful;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.695
skirmish;0.545;0.0;0.0;0.0;0.0;0.0;0.0;0.0
slam;0.803;0.0;0.0;0.484;0.0;0.0;0.703;0.0
slander;0.562;0.0;0.609;0.0;0.0;0.0;0.0;0.0
slap;0.791;0.0;0.0;0.0;0.0;0.0;0.68;0.0
slash;0.571;0.0;0.0;0.0;0.0;0.0;0.0;0.0
slaughter;0.844;0.0;0.875;0.891;0.0;0.734;0.742;0.0
slaughterhouse;0.788;0.0;0.867;0.859;0.0;0.703;0.0;0.0
slaughtering;0.914;0.0;0.828;0.875;0.0;0.844;0.625;0.0
slave;0.652;0.0;0.0;0.531;0.0;0.797;0.0;0.0
slavery;0.609;0.0;0.812;0.75;0.0;0.828;0.0;0.0
slay;0.719;0.0;0.0;0.0;0.0;0.0;0.0;0.0
slayer;0.703;0.0;0.555;0.844;0.0;0.766;0.5;0.0
sledding;0.0;0.0;0.0;0.0;0.422;0.0;0.0;0.0
sleepless;0.0;0.0;0.0;0.234;0.0;0.0;0.0;0.0
slender;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0
slime;0.0;0.0;0.781;0.0;0.0;0.0;0.0;0.0
slimy;0.0;0.0;0.703;0.0;0.0;0.0;0.0;0.0
slip;0.0;0.0;0.0;0.0;0.0;0.0;0.461;0.0
slippery;0.0;0.0;0.0;0.181;0.0;0.0;0.0;0.0
slop;0.0;0.0;0.641;0.0;0.0;0.0;0.0;0.0
sloppy;0.0;0.0;0.562;0.0;0.0;0.0;0.0;0.0
sloth;0.0;0.0;0.539;0.0;0.0;0.0;0.0;0.0
sludge;0.0;0.0;0.648;0.0;0.0;0.0;0.0;0.0
slug;0.0;0.0;0.594;0.0;0.0;0.0;0.0;0.0
sluggish;0.0;0.0;0.0;0.0;0.0;0.203;0.0;0.0
slum;0.0;0.0;0.758;0.0;0.0;0.0;0.0;0.0
slump;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0
slur;0.596;0.0;0.547;0.0;0.0;0.266;0.0;0.0
slush;0.0;0.0;0.422;0.0;0.0;0.0;0.141;0.0
slut;0.578;0.0;0.703;0.0;0.0;0.0;0.0;0.0
sly;0.375;0.0;0.328;0.156;0.0;0.0;0.0;0.0
smack;0.615;0.0;0.0;0.0;0.0;0.0;0.0;0.0
smash;0.758;0.0;0.0;0.656;0.0;0.0;0.0;0.0
smell;0.061;0.0;0.445;0.0;0.0;0.0;0.0;0.0
smelling;0.0;0.0;0.508;0.0;0.0;0.0;0.0;0.0
smile;0.0;0.0;0.0;0.0;0.75;0.0;0.117;0.578
smiled;0.0;0.0;0.0;0.0;0.682;0.0;0.0;0.0
smiles;0.0;0.0;0.0;0.0;0.766;0.0;0.0;0.0
smiley;0.0;0.0;0.0;0.0;0.812;0.0;0.0;0.0
smiling;0.0;0.0;0.0;0.0;0.828;0.0;0.0;0.0
smite;0.862;0.0;0.0;0.516;0.0;0.555;0.0;0.0
smith;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.312
smother;0.469;0.0;0.0;0.0;0.0;0.0;0.0;0.0
smuggle;0.0;0.0;0.0;0.565;0.0;0.0;0.0;0.0
smuggler;0.485;0.0;0.531;0.625;0.0;0.0;0.0;0.0
smut;0.0;0.0;0.688;0.328;0.0;0.0;0.0;0.0
snag;0.0;0.0;0.0;0.0;0.0;0.0;0.531;0.0
snake;0.0;0.0;0.562;0.776;0.0;0.0;0.0;0.0
snakes;0.0;0.0;0.0;0.802;0.0;0.0;0.0;0.0
snare;0.0;0.0;0.0;0.391;0.0;0.0;0.0;0.0
snarl;0.754;0.0;0.484;0.0;0.0;0.0;0.0;0.0
snarling;0.697;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sneak;0.409;0.0;0.0;0.266;0.0;0.0;0.656;0.0
sneaking;0.0;0.5;0.0;0.375;0.0;0.0;0.0;0.211
sneer;0.574;0.0;0.539;0.0;0.0;0.0;0.0;0.0
sneeze;0.0;0.0;0.312;0.0;0.0;0.0;0.477;0.0
snort;0.0;0.0;0.0;0.0;0.0;0.154;0.0;0.0
snowday;0.0;0.0;0.0;0.0;0.333;0.0;0.0;0.0
snowfall;0.0;0.0;0.0;0.0;0.286;0.0;0.0;0.0
snowing;0.0;0.0;0.0;0.0;0.271;0.0;0.0;0.0
snowmageddon;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0
snowy;0.0;0.0;0.0;0.0;0.234;0.0;0.0;0.0
snubbed;0.422;0.0;0.0;0.0;0.0;0.0;0.0;0.0
snuggled;0.0;0.0;0.0;0.0;0.594;0.0;0.0;0.0
snuggles;0.0;0.0;0.0;0.0;0.522;0.0;0.0;0.0
snuggling;0.0;0.0;0.0;0.0;0.625;0.0;0.0;0.0
soak;0.0;0.0;0.0;0.0;0.121;0.0;0.0;0.0
soaked;0.226;0.0;0.0;0.0;0.0;0.0;0.0;0.0
soangry;0.758;0.0;0.0;0.0;0.0;0.0;0.0;0.0
soannoyed;0.588;0.0;0.0;0.0;0.0;0.0;0.0;0.0
soar;0.0;0.0;0.0;0.0;0.531;0.0;0.0;0.0
sob;0.0;0.0;0.0;0.0;0.0;0.688;0.0;0.0
soblessed;0.0;0.0;0.0;0.0;0.706;0.0;0.0;0.0
sobriety;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.586
socialanxiety;0.0;0.0;0.0;0.688;0.0;0.0;0.0;0.0
socialism;0.0;0.0;0.414;0.405;0.0;0.0;0.0;0.0
socialist;0.25;0.0;0.422;0.318;0.0;0.125;0.0;0.0
socially;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.461
sodding;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
softly;0.0;0.0;0.0;0.0;0.297;0.0;0.0;0.0
sohappy;0.0;0.0;0.0;0.0;0.868;0.0;0.0;0.0
soil;0.0;0.0;0.312;0.0;0.0;0.0;0.0;0.0
soiled;0.0;0.0;0.742;0.0;0.0;0.0;0.0;0.0
soldier;0.258;0.0;0.0;0.0;0.0;0.273;0.0;0.0
solidarity;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.648
solidity;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.688
solitude;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0
solucky;0.0;0.0;0.0;0.0;0.781;0.0;0.0;0.0
somad;0.637;0.0;0.0;0.0;0.0;0.0;0.0;0.0
somatic;0.0;0.0;0.0;0.0;0.0;0.0;0.266;0.0
somber;0.0;0.0;0.0;0.0;0.0;0.594;0.0;0.0
someday;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.383
somethingigetalot;0.219;0.0;0.0;0.0;0.0;0.0;0.0;0.0
somuchtodo;0.0;0.0;0.0;0.212;0.0;0.0;0.0;0.0
sonar;0.0;0.367;0.0;0.0;0.0;0.0;0.0;0.0
sonervous;0.0;0.0;0.0;0.484;0.0;0.0;0.0;0.0
sonice;0.0;0.0;0.0;0.0;0.455;0.0;0.0;0.0
sonnet;0.0;0.0;0.0;0.0;0.438;0.094;0.0;0.0
sonorous;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0
soot;0.0;0.0;0.32;0.0;0.0;0.0;0.0;0.0
soothe;0.0;0.0;0.0;0.0;0.47;0.0;0.0;0.0
soothing;0.0;0.0;0.0;0.0;0.531;0.0;0.0;0.562
sopissed;0.894;0.0;0.0;0.0;0.0;0.0;0.0;0.0
soppy;0.0;0.0;0.0;0.0;0.188;0.0;0.0;0.0
sorcery;0.0;0.547;0.0;0.516;0.0;0.0;0.625;0.0
sordid;0.412;0.0;0.562;0.425;0.0;0.578;0.0;0.0
sore;0.379;0.0;0.0;0.0;0.0;0.516;0.0;0.0
soready;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0
sorely;0.0;0.0;0.0;0.0;0.0;0.531;0.0;0.0
soreness;0.0;0.0;0.297;0.0;0.0;0.328;0.0;0.0
sorrow;0.0;0.0;0.0;0.344;0.0;0.844;0.0;0.0
sorrowful;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0
sortie;0.0;0.0;0.0;0.359;0.0;0.0;0.0;0.0
sos;0.0;0.0;0.0;0.703;0.0;0.0;0.0;0.0
soscared;0.0;0.0;0.0;0.672;0.0;0.0;0.0;0.0
soscary;0.0;0.0;0.0;0.712;0.0;0.0;0.0;0.0
soslow;0.398;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sostressed;0.0;0.0;0.0;0.578;0.0;0.0;0.0;0.0
sosweet;0.0;0.0;0.0;0.0;0.766;0.0;0.0;0.0
sothankful;0.0;0.0;0.0;0.0;0.781;0.0;0.0;0.0
soul;0.0;0.0;0.0;0.0;0.401;0.0;0.0;0.0
soulful;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0
soulless;0.0;0.0;0.68;0.469;0.0;0.623;0.0;0.0
soulmate;0.0;0.0;0.0;0.062;0.0;0.0;0.0;0.0
soundness;0.0;0.461;0.0;0.0;0.421;0.0;0.0;0.633
sour;0.0;0.0;0.414;0.0;0.0;0.0;0.0;0.0
sovereign;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.508
spa;0.0;0.43;0.0;0.0;0.333;0.0;0.086;0.312
spam;0.281;0.0;0.0;0.0;0.0;0.0;0.0;0.0
spammers;0.328;0.0;0.0;0.0;0.0;0.0;0.0;0.0
spaniel;0.0;0.0;0.0;0.0;0.145;0.0;0.0;0.312
spank;0.652;0.0;0.0;0.587;0.0;0.403;0.0;0.0
spanking;0.636;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sparkle;0.0;0.484;0.0;0.0;0.577;0.0;0.367;0.0
spasm;0.0;0.0;0.0;0.453;0.0;0.0;0.0;0.0
spat;0.641;0.0;0.0;0.0;0.0;0.0;0.0;0.0
spaz;0.0;0.0;0.0;0.391;0.0;0.0;0.0;0.0
spear;0.5;0.367;0.0;0.468;0.0;0.0;0.0;0.0
special;0.0;0.0;0.0;0.0;0.574;0.0;0.0;0.0
specialist;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.664
specialize;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.414
speck;0.0;0.0;0.203;0.0;0.0;0.0;0.0;0.0
spectacular;0.0;0.641;0.0;0.0;0.912;0.0;0.688;0.0
specter;0.0;0.0;0.0;0.331;0.0;0.344;0.0;0.0
speculation;0.0;0.0;0.0;0.176;0.0;0.25;0.0;0.0
speculative;0.0;0.555;0.0;0.0;0.0;0.0;0.0;0.0
spellbound;0.0;0.0;0.0;0.0;0.0;0.0;0.648;0.0
spending;0.0;0.0;0.0;0.0;0.297;0.0;0.0;0.0
spew;0.0;0.0;0.641;0.0;0.0;0.0;0.0;0.0
spider;0.0;0.0;0.461;0.656;0.0;0.0;0.0;0.0
spiders;0.0;0.0;0.0;0.625;0.0;0.0;0.0;0.0
spike;0.0;0.0;0.0;0.359;0.0;0.0;0.0;0.0
spillin;0.0;0.0;0.0;0.328;0.0;0.0;0.0;0.0
spine;0.288;0.0;0.0;0.0;0.0;0.0;0.0;0.0
spinster;0.0;0.0;0.0;0.25;0.0;0.4;0.0;0.0
spirit;0.0;0.0;0.0;0.0;0.515;0.0;0.0;0.0
spirits;0.0;0.531;0.0;0.0;0.375;0.0;0.414;0.0
spiritual;0.0;0.0;0.0;0.0;0.297;0.0;0.0;0.664
spit;0.0;0.0;0.57;0.0;0.0;0.0;0.0;0.0
spite;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0
spiteful;0.719;0.0;0.0;0.0;0.0;0.0;0.0;0.0
splash;0.0;0.0;0.0;0.0;0.0;0.0;0.609;0.0
splendid;0.0;0.0;0.0;0.0;0.812;0.0;0.445;0.0
splendor;0.0;0.555;0.0;0.0;0.788;0.0;0.438;0.0
splitting;0.0;0.0;0.0;0.0;0.0;0.188;0.0;0.0
spoil;0.0;0.0;0.617;0.0;0.0;0.0;0.0;0.0
spoiler;0.0;0.0;0.0;0.0;0.0;0.348;0.0;0.0
spokesman;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.492
sponsor;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.531
spook;0.0;0.0;0.0;0.673;0.0;0.0;0.0;0.0
spotless;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.562
spouse;0.0;0.0;0.0;0.0;0.507;0.0;0.0;0.594
sprain;0.0;0.0;0.0;0.0;0.0;0.203;0.0;0.0
sprite;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0
spur;0.0;0.0;0.0;0.262;0.0;0.0;0.0;0.0
spurious;0.0;0.0;0.461;0.0;0.0;0.0;0.0;0.0
squall;0.0;0.0;0.0;0.406;0.0;0.328;0.0;0.0
squeamish;0.0;0.0;0.578;0.5;0.0;0.0;0.0;0.0
squelch;0.409;0.0;0.367;0.0;0.0;0.0;0.0;0.0
squirm;0.0;0.0;0.492;0.0;0.0;0.0;0.0;0.0
stab;0.844;0.0;0.0;0.672;0.0;0.688;0.695;0.0
stable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75
stages;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.391
stagger;0.0;0.0;0.0;0.0;0.0;0.0;0.578;0.0
stagnant;0.0;0.0;0.0;0.0;0.0;0.259;0.0;0.0
stain;0.0;0.0;0.484;0.0;0.0;0.0;0.0;0.0
stained;0.0;0.0;0.0;0.0;0.0;0.344;0.0;0.0
stake;0.0;0.0;0.0;0.423;0.0;0.0;0.0;0.0
stalemate;0.297;0.0;0.188;0.0;0.0;0.0;0.0;0.0
stalk;0.0;0.0;0.0;0.531;0.0;0.0;0.0;0.0
stall;0.0;0.0;0.133;0.0;0.0;0.0;0.0;0.0
stamina;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.539
standoff;0.576;0.0;0.0;0.716;0.0;0.0;0.0;0.0
standstill;0.125;0.0;0.0;0.25;0.0;0.0;0.0;0.0
star;0.0;0.469;0.0;0.0;0.406;0.0;0.0;0.391
stare;0.0;0.0;0.0;0.0;0.0;0.0;0.273;0.0
stargazing;0.0;0.0;0.0;0.0;0.625;0.0;0.0;0.0
stark;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.359
starry;0.0;0.469;0.0;0.0;0.391;0.0;0.0;0.0
start;0.0;0.75;0.0;0.0;0.0;0.0;0.344;0.0
startle;0.0;0.0;0.0;0.469;0.0;0.0;0.875;0.0
startling;0.0;0.0;0.0;0.0;0.0;0.0;0.828;0.0
starvation;0.0;0.0;0.0;0.719;0.0;0.819;0.0;0.0
statement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.547
staticky;0.336;0.0;0.0;0.0;0.0;0.0;0.0;0.0
statistical;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.445
stayaway;0.485;0.0;0.0;0.0;0.0;0.0;0.0;0.0
steadfast;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.656
steady;0.0;0.0;0.0;0.0;0.0;0.0;0.094;0.602
steal;0.469;0.0;0.0;0.422;0.0;0.656;0.0;0.0
stealing;0.0;0.0;0.562;0.578;0.0;0.0;0.0;0.0
stealth;0.0;0.0;0.0;0.0;0.0;0.0;0.422;0.0
stealthily;0.0;0.0;0.0;0.0;0.0;0.0;0.516;0.0
stealthy;0.0;0.531;0.0;0.25;0.0;0.0;0.43;0.0
stephanie;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.258
sterile;0.0;0.0;0.0;0.0;0.0;0.328;0.0;0.0
sterling;0.141;0.375;0.0;0.0;0.312;0.0;0.0;0.477
steward;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.609
stfu;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sticky;0.0;0.0;0.438;0.0;0.0;0.0;0.0;0.0
stifled;0.469;0.0;0.0;0.391;0.0;0.516;0.0;0.0
stigma;0.348;0.0;0.453;0.455;0.0;0.438;0.0;0.0
stillbirth;0.0;0.0;0.0;0.0;0.0;0.891;0.0;0.0
stillborn;0.0;0.0;0.0;0.0;0.0;0.83;0.0;0.0
stillness;0.0;0.0;0.0;0.188;0.203;0.125;0.0;0.0
stillwaiting;0.0;0.0;0.0;0.184;0.0;0.0;0.0;0.0
sting;0.544;0.0;0.0;0.516;0.0;0.0;0.0;0.0
stingy;0.344;0.0;0.398;0.219;0.0;0.319;0.0;0.0
stink;0.0;0.0;0.516;0.0;0.0;0.0;0.0;0.0
stinking;0.0;0.0;0.742;0.0;0.0;0.0;0.0;0.0
stint;0.0;0.0;0.0;0.359;0.0;0.156;0.0;0.0
stolen;0.546;0.0;0.0;0.0;0.0;0.0;0.0;0.0
stomach;0.0;0.0;0.312;0.0;0.0;0.0;0.0;0.0
stomped;0.557;0.0;0.0;0.0;0.0;0.0;0.0;0.0
stone;0.258;0.0;0.0;0.0;0.0;0.0;0.0;0.0
stools;0.0;0.0;0.625;0.0;0.0;0.0;0.0;0.0
stoopid;0.471;0.0;0.0;0.0;0.0;0.0;0.0;0.0
store;0.0;0.352;0.0;0.0;0.0;0.0;0.0;0.0
storm;0.507;0.0;0.0;0.0;0.0;0.0;0.0;0.0
storming;0.594;0.0;0.0;0.0;0.0;0.0;0.0;0.0
stormy;0.0;0.0;0.0;0.531;0.0;0.0;0.0;0.0
stound;0.0;0.0;0.0;0.0;0.0;0.0;0.445;0.0
straightforward;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.711
strained;0.484;0.0;0.0;0.0;0.0;0.0;0.0;0.0
straits;0.0;0.0;0.0;0.453;0.0;0.0;0.0;0.0
strange;0.0;0.0;0.0;0.0;0.0;0.0;0.477;0.0
stranger;0.0;0.0;0.0;0.453;0.0;0.0;0.0;0.0
strangle;0.859;0.0;0.617;0.75;0.0;0.703;0.609;0.0
strategist;0.0;0.43;0.0;0.0;0.0;0.0;0.0;0.453
strength;0.0;0.0;0.0;0.0;0.438;0.0;0.0;0.656
strengthen;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.594
strengthening;0.0;0.0;0.0;0.0;0.516;0.0;0.0;0.661
stress;0.0;0.0;0.0;0.439;0.0;0.0;0.0;0.0
stressed;0.0;0.0;0.0;0.531;0.0;0.0;0.0;0.0
stresses;0.0;0.0;0.0;0.422;0.0;0.0;0.0;0.0
stressfree;0.0;0.0;0.0;0.0;0.601;0.0;0.0;0.0
stressful;0.0;0.0;0.0;0.406;0.0;0.0;0.0;0.0
stressin;0.0;0.0;0.0;0.422;0.0;0.0;0.0;0.0
stressing;0.0;0.0;0.0;0.406;0.0;0.0;0.0;0.0
stressrelief;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0
stretcher;0.0;0.0;0.0;0.406;0.0;0.391;0.0;0.0
stricken;0.0;0.0;0.0;0.0;0.0;0.641;0.0;0.0
strife;0.625;0.0;0.0;0.0;0.0;0.0;0.0;0.0
strike;0.721;0.0;0.0;0.0;0.0;0.0;0.695;0.0
striking;0.0;0.0;0.0;0.0;0.0;0.0;0.672;0.0
strip;0.0;0.0;0.0;0.0;0.0;0.179;0.0;0.0
stripped;0.344;0.344;0.367;0.438;0.0;0.516;0.0;0.0
strive;0.0;0.656;0.0;0.0;0.0;0.0;0.0;0.531
stroke;0.0;0.0;0.0;0.656;0.0;0.406;0.0;0.0
stroll;0.0;0.0;0.0;0.0;0.156;0.0;0.0;0.0
strolling;0.0;0.0;0.0;0.0;0.297;0.0;0.0;0.0
strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.562
strongest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.68
structural;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.578
structure;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.656
struggle;0.453;0.0;0.0;0.719;0.0;0.379;0.0;0.0
struggles;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.328
stubbed;0.455;0.0;0.0;0.0;0.0;0.0;0.0;0.0
stuckup;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0
stun;0.0;0.0;0.0;0.0;0.0;0.0;0.711;0.0
stunned;0.0;0.0;0.0;0.625;0.0;0.0;0.82;0.0
stupefaction;0.0;0.0;0.0;0.0;0.0;0.0;0.734;0.0
stupefy;0.0;0.0;0.0;0.0;0.0;0.0;0.758;0.0
stupendous;0.0;0.0;0.0;0.0;0.0;0.0;0.594;0.0
stupidity;0.438;0.0;0.0;0.0;0.0;0.0;0.0;0.0
stupidpeople;0.492;0.0;0.0;0.0;0.0;0.0;0.0;0.0
stupidrain;0.426;0.0;0.0;0.0;0.0;0.0;0.0;0.0
stupor;0.0;0.0;0.0;0.0;0.0;0.0;0.602;0.0
sty;0.0;0.0;0.547;0.0;0.0;0.0;0.0;0.0
subito;0.0;0.0;0.0;0.0;0.0;0.0;0.461;0.0
subjected;0.0;0.0;0.0;0.0;0.0;0.406;0.0;0.0
subjugation;0.559;0.0;0.484;0.531;0.0;0.609;0.0;0.0
sublimation;0.0;0.0;0.0;0.0;0.27;0.0;0.0;0.0
sublime;0.0;0.0;0.0;0.0;0.545;0.0;0.0;0.0
submission;0.0;0.0;0.0;0.391;0.0;0.0;0.0;0.0
submit;0.0;0.477;0.0;0.0;0.0;0.0;0.0;0.0
submitting;0.0;0.0;0.0;0.281;0.0;0.0;0.0;0.0
subordinate;0.0;0.0;0.0;0.328;0.0;0.0;0.0;0.0
subscribe;0.0;0.406;0.0;0.0;0.0;0.0;0.0;0.0
subsidence;0.0;0.0;0.0;0.0;0.0;0.297;0.0;0.0
subsidy;0.141;0.0;0.227;0.0;0.0;0.0;0.0;0.0
substantiate;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.594
subversion;0.47;0.0;0.0;0.469;0.0;0.0;0.0;0.0
subversive;0.469;0.0;0.0;0.0;0.0;0.0;0.477;0.0
subvert;0.0;0.0;0.398;0.5;0.0;0.384;0.0;0.0
succeed;0.0;0.633;0.0;0.0;0.516;0.0;0.375;0.555
succeeding;0.0;0.609;0.0;0.0;0.576;0.0;0.0;0.562
success;0.0;0.602;0.0;0.0;0.797;0.0;0.0;0.0
successful;0.0;0.469;0.0;0.0;0.606;0.0;0.0;0.648
sucker;0.484;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sucks;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0
sudden;0.0;0.0;0.0;0.0;0.0;0.0;0.727;0.0
suddenly;0.0;0.0;0.0;0.0;0.0;0.0;0.828;0.0
sue;0.394;0.0;0.0;0.0;0.0;0.318;0.0;0.0
sufferer;0.0;0.0;0.0;0.609;0.0;0.77;0.0;0.0
suffering;0.0;0.0;0.625;0.812;0.0;0.844;0.0;0.0
suffocating;0.0;0.0;0.547;0.858;0.0;0.703;0.0;0.0
suffocation;0.625;0.0;0.0;0.875;0.0;0.0;0.0;0.0
suggest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.352
suicidal;0.636;0.0;0.695;0.898;0.0;0.941;0.0;0.0
suicide;0.521;0.0;0.0;0.879;0.0;0.912;0.0;0.0
suicidebombing;0.0;0.0;0.0;0.967;0.0;0.0;0.0;0.0
sullen;0.303;0.0;0.0;0.0;0.0;0.531;0.0;0.0
sultan;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0
summer;0.0;0.0;0.0;0.0;0.591;0.0;0.0;0.0
sump;0.0;0.0;0.516;0.0;0.0;0.0;0.0;0.0
sun;0.0;0.445;0.0;0.0;0.266;0.0;0.172;0.438
sunday;0.0;0.0;0.0;0.0;0.266;0.0;0.0;0.0
sundial;0.0;0.227;0.0;0.0;0.0;0.0;0.0;0.305
sunk;0.0;0.0;0.18;0.25;0.0;0.426;0.0;0.0
sunny;0.0;0.5;0.0;0.0;0.562;0.0;0.102;0.0
sunrise;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0
sunset;0.0;0.453;0.0;0.0;0.312;0.0;0.0;0.0
